"Ingr","Match","Score"
"brioche sticks","brioche",0.707106781186547
"bucheron","lamb chop, ns as to cut, cooked, lean only eaten",0
"mozzarella medallions","cheese, mozzarella, nfs",0.408248290463863
"cornmeal mix","snack mix, plain (chex mix)",0.534522483824849
"scallions","lamb chop, ns as to cut, cooked, lean only eaten",0
"blanched almonds","almonds, nfs",0.5
"chocolate fudge frosting","fudge, chocolate",0.816496580927726
"chocolate-almond bark","almond milk, unsweetened, chocolate",0.577350269189626
"camembert","cheese, camembert",0.707106781186547
"whole-wheat sandwich bread","bread, whole wheat",0.866025403784439
"soft corn tortillas","corn, raw",0.408248290463863
"tropical bbq sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"tapioca flour","tortilla, flour",0.5
"from about 1/2 chicken","chicken nuggets, from restaurant",0.447213595499958
"pork blade chops","pork sandwich",0.408248290463863
"smoked gouda cheese","cheese, gouda or edam",0.577350269189626
"pommes aligot","lamb chop, ns as to cut, cooked, lean only eaten",0
"half-n-half","cream, half and half",0.730296743340221
"lime peel strips","lime, raw",0.408248290463863
"chocolate kiss candies","fudge, chocolate, chocolate-coated",0.471404520791032
"mccormick® garlic salt","garlic, cooked",0.408248290463863
"fresh mushroom italian sauce","beef with mushroom sauce",0.5
"no-fuss frosting","roll, sweet, no frosting",0.577350269189626
"avocado dip","eggplant dip",0.5
"sashimi grade ahi tuna","tuna loaf",0.353553390593274
"tomato vodka","vodka",0.707106781186547
"edible candy eyes","candy, nfs",0.408248290463863
"mulled wine","wine, light",0.5
"italian peasant bread","bread, italian, grecian, armenian",0.577350269189626
"baked brown rice","beans and brown rice",0.577350269189626
"baby mustard greens","mustard greens, raw",0.666666666666667
"onion base","bread, onion",0.5
"sucrose","lamb chop, ns as to cut, cooked, lean only eaten",0
"country pork ribs","pork sandwich",0.408248290463863
"sugared almonds","almonds, nfs",0.5
"mango and avocado salsa","salsa verde or salsa, green",0.377964473009227
"alsatian riesling","lamb chop, ns as to cut, cooked, lean only eaten",0
"kikkoman teriyaki marinade","shrimp teriyaki",0.408248290463863
"hershey","lamb chop, ns as to cut, cooked, lean only eaten",0
"india pale ale","whiskey and ginger ale",0.288675134594813
"vitamin c capsules","cranberry juice drink, with high vitamin c",0.436435780471985
"pastrami","pastrami, nfs",0.707106781186547
"vinegar","vinegar",1
"citrus shrimp crepe filling","crepe, ns as to filling",0.447213595499958
"linguini pasta","flavored pasta",0.5
"juice of 2 lemons","fruit juice blend, 100% juice",0.377964473009227
"beurre noisette buttercream","lamb chop, ns as to cut, cooked, lean only eaten",0
"cornbread topping","topping, marshmallow",0.5
"cherry candy fruit segment","fruit leather and fruit snacks candy",0.530330085889911
"beans in sauce","herring, pickled, in cream sauce",0.516397779494322
"shishito peppers","peppers, pickled",0.5
"tea bads","cookie, tea, japanese",0.408248290463863
"soft club rolls","pizza rolls",0.408248290463863
"beluga caviar","lamb chop, ns as to cut, cooked, lean only eaten",0
"passion fruit wedges","passion fruit, raw",0.666666666666667
"applejack brandy","brandy",0.707106781186547
"romanesco","lamb chop, ns as to cut, cooked, lean only eaten",0
"italian foods aisle of market","italian ice",0.316227766016838
"baby arugula greens","baby ruth",0.408248290463863
"passata","lamb chop, ns as to cut, cooked, lean only eaten",0
"scotch bonnet","scotch",0.707106781186547
"portabello mushroom caps","mushroom soup, nfs",0.333333333333333
"lime ginger marinade","lime, raw",0.408248290463863
"small curd cottage cheese","cheese, cottage, creamed, large or small curd",0.755928946018454
"turkey pan drippings","turkey, nfs",0.408248290463863
"mandarin oranges in water","fluid replacement, 5% glucose in water",0.408248290463863
"catalina dressing","french or catalina dressing",0.707106781186547
"all purpose breading mix","snack mix, plain (chex mix)",0.377964473009227
"oyster sauce","oyster sauce",1
"beef knuckle","beef goulash",0.5
"grey poupon","lamb chop, ns as to cut, cooked, lean only eaten",0
"pork country ribs","pork sandwich",0.408248290463863
"cooking oil spray","egg, whole, fried with cooking spray",0.471404520791032
"jumbo hot dogs","frankfurters or hot dogs and sauerkraut",0.471404520791032
"jumbo tiger shrimp","shrimp teriyaki",0.408248290463863
"chipotle dark chocolate bar","chocolate, sweet or dark",0.5
"nohi","lamb chop, ns as to cut, cooked, lean only eaten",0
"canola or other vegetable oil","canola oil",0.632455532033676
"mcintosh or braeburn apples","cabbage salad or coleslaw with apples and/or raisins, with dressing",0.387298334620742
"pineapple wedge","pineapple, frozen",0.5
"coffee flavor liqueur","cordial or liqueur, coffee flavored",0.516397779494322
"pepper vinaigrette","pepper steak",0.5
"hot chile flakes","tea, hot, hibiscus",0.333333333333333
"kitchen blowtorch","lamb chop, ns as to cut, cooked, lean only eaten",0
"peaches in syrup","peach, canned, in syrup",0.577350269189626
"rose petal shade","wine, table, rose",0.333333333333333
"polycarbonate chocolate molds","fudge, chocolate, chocolate-coated",0.471404520791032
"whipped eggs","cream, whipped",0.5
"garden chimichurri","mixed vegetables, garden vegetables, baby food, strained",0.235702260395516
"grapefruit twists","grapefruit, canned",0.5
"parker house rolls","pizza rolls",0.408248290463863
"orange-habanero sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"mango smoothie","mango nectar",0.5
"caviar","lamb chop, ns as to cut, cooked, lean only eaten",0
"butter spread","peanut butter and chocolate spread",0.632455532033676
"jumbo shell-on shrimp","pie shell",0.353553390593274
"fondant","fondant",1
"honey bbq chicken glaze seasoning","honey",0.447213595499958
"base brine","crab soup, tomato-base",0.353553390593274
"brat patties","double hamburger, from fast food, 2 small patties",0.25
"eyeball","lamb chop, ns as to cut, cooked, lean only eaten",0
"""confectioners gelatin""","gelatin dessert",0.5
"cotija cheese","cheese, processed cheese food",0.577350269189626
"lime juice concentrate","lime juice, 100%, freshly squeezed",0.516397779494322
"decorative yellow icing","icing, white",0.408248290463863
"fish broth","fish chowder",0.5
"tender cactus","cactus, raw",0.5
"skirt steak","steak sauce",0.5
"ranch","ranch dip, light",0.577350269189626
"beef flank steak","beef steak, braised, lean only eaten",0.471404520791032
"original crackers","graham crackers",0.5
"macaroni-type pasta","macaroni or pasta salad, made with mayonnaise-type salad dressing",0.5
"leather","fruit leather and fruit snacks candy",0.353553390593274
"beef drippings","beef goulash",0.5
"ham or chicken stock","chicken salad or chicken spread sandwich",0.530330085889911
"from 1 bunch","cheeseburger, from fast food, 1 small patty",0.436435780471985
"hamburger pickles","pickles, dill",0.5
"salmon","salmon, smoked",0.707106781186547
"""hersheys semi-sweet chocolate chips""","chocolate, semi-sweet morsel",0.670820393249937
"torn larger leaves","taro leaves, cooked",0.333333333333333
"horseradish mashed potatoes","horseradish",0.577350269189626
"italian flat leaf parsley leaves","parsley, raw",0.316227766016838
"powdered gelatin mix","snack mix, plain (chex mix)",0.436435780471985
"anchovy fillets","anchovy, canned",0.5
"orange chili oil","flaxseed oil",0.408248290463863
"from about 2 large bananas","double hamburger, from fast food, 2 large patties",0.474341649025257
"camembert cheese","cheese, camembert",1
"espresso vodka","vodka",0.707106781186547
"seasonal fruit","fruit leather and fruit snacks candy",0.5
"duncan hines® double fudge brownie mix","snack mix, plain (chex mix)",0.308606699924184
"anchovy filets","anchovy, canned",0.5
"watermelon balls","watermelon, raw",0.5
"chicken reduction","chicken, chicken roll, roasted",0.577350269189626
"mexican blend cheese","cheese, mexican blend",1
"chilies","lamb chop, ns as to cut, cooked, lean only eaten",0
"rotisserie cooked chicken","chicken wing, rotisserie",0.666666666666667
"pepperidge farm® deli classic soft hoagie rolls","pizza rolls",0.267261241912424
"yukon gold creamer potatoes","stewed potatoes",0.353553390593274
"regular sea salt","mayonnaise, regular",0.408248290463863
"yellowtail snapper","lamb chop, ns as to cut, cooked, lean only eaten",0
"smash seasoning","puerto rican seasoning with ham",0.316227766016838
"orzo pesto","pesto sauce",0.5
"meat and rolls","eggplant and meat casserole",0.577350269189626
"pork and beef","pork and beef sausage",0.866025403784439
"psyllium husks","lamb chop, ns as to cut, cooked, lean only eaten",0
"turtle soup","turtle and vegetable soup",0.707106781186547
"sparkling sake","lamb chop, ns as to cut, cooked, lean only eaten",0
"thick ribs","goat ribs, cooked",0.408248290463863
"chow mein vegetables","noodles, chow mein",0.666666666666667
"orange bell peppers","orange blossom",0.408248290463863
"grilled steak with tapenade","salisbury steak with gravy",0.5
"creamy cheese","cheese, processed cheese food",0.577350269189626
"lemon pudding","pudding, bread",0.5
"ginger cookies","ginger root, pickled",0.408248290463863
"in syrup","peach, canned, in syrup",0.707106781186547
"italian seasoned dry bread crumbs","bread, italian, grecian, armenian",0.447213595499958
"pita","pita chips",0.707106781186547
"strip orange rind","orange blossom",0.408248290463863
"syrah","lamb chop, ns as to cut, cooked, lean only eaten",0
"garlicpowder","lamb chop, ns as to cut, cooked, lean only eaten",0
"roast pork loin","pork roast, loin, cooked, lean only eaten",0.654653670707977
"bulghur","lamb chop, ns as to cut, cooked, lean only eaten",0
"firm bartlett pears","pears, baby food, junior",0.288675134594813
"cheese blend","cheese, mexican blend",0.816496580927726
"""ranch dippin sauce""","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"fine fleur de sel","salsa, pico de gallo",0.25
"dots","lamb chop, ns as to cut, cooked, lean only eaten",0
"butterfingers","lamb chop, ns as to cut, cooked, lean only eaten",0
"fresh express","coconut, fresh",0.5
"poppyseeds","lamb chop, ns as to cut, cooked, lean only eaten",0
"honeydew melon chunks","honeydew melon, raw",0.666666666666667
"chocolate whipped","fudge, chocolate, chocolate-coated",0.577350269189626
"banana slices","banana nectar",0.5
"chocolate sprinkles","chocolate-flavored sprinkles",0.816496580927726
"comice pears","pears, baby food, junior",0.353553390593274
"pineapples","lamb chop, ns as to cut, cooked, lean only eaten",0
"san marzano tomato puree","tomato aspic",0.353553390593274
"lemon or lime juice","lime juice, 100%, canned or bottled",0.612372435695795
"glazed ham","ham, prosciutto",0.5
"portobello cap","cereal (quaker cap'n crunch)",0.316227766016838
"monkfish fillet","vegetarian, fillet",0.5
"fajita-size flour tortillas","tortilla, flour",0.353553390593274
"maple cornbread","cornbread stuffing",0.5
"pig candy","candy, nfs",0.5
"radishes","radishes, pickled, hawaiian style",0.5
"a pilsner","tomatoes, for use on a sandwich",0.288675134594813
"vidalia or spanish onion","bread, onion",0.353553390593274
"earl grey tea bags","cookie, tea, japanese",0.288675134594813
"emmenthal","lamb chop, ns as to cut, cooked, lean only eaten",0
"popping candy buttercream","candy, nfs",0.408248290463863
"sprigs","lamb chop, ns as to cut, cooked, lean only eaten",0
"pure wesson® canola oil","canola oil",0.707106781186547
"orange soda","orange blossom",0.5
"old bay seasoning blend","old fashioned",0.353553390593274
"7-grain bread","bread, whole grain white",0.577350269189626
"jalapeno pepper","stuffed jalapeno pepper",0.816496580927726
"cracker meal","cracker chips",0.5
"chef boyardee® beef ravioli","beef goulash",0.353553390593274
"poblano","pepper, poblano, raw",0.577350269189626
"black bean sauce","black bean sauce",1
"from about 1 grapefruit","cheeseburger, from fast food, 1 small patty",0.377964473009227
"crab boil seasonings","crab imperial",0.408248290463863
"jalapeno bacon","bacon bits",0.5
"spinach","spinach soup",0.707106781186547
"navel oranges","fuzzy navel",0.5
"caramel gelato","gelato, vanilla",0.5
"prune jam","prune, dried",0.5
"italian flat-leaf parsley leaves","parsley, raw",0.316227766016838
"chocolate morsels","fudge, chocolate, chocolate-coated",0.577350269189626
"italian colored sprinkles","italian ice",0.408248290463863
"velveta cheese","cheese, processed cheese food",0.577350269189626
"in olive oil","olive oil",0.816496580927726
"four-spice power","danish pastry, plain or spice",0.258198889747161
"caramel extract","yeast extract spread",0.408248290463863
"silken soft tofu","breadsticks, soft, nfs",0.333333333333333
"pillsbury® creamy supreme® vanilla flavor frosting","fudge, vanilla",0.288675134594813
"gorgonzola crumbles","lamb chop, ns as to cut, cooked, lean only eaten",0
"mascarpone cream","cream, light",0.5
"veal scallopini","veal scallopini",1
"peanut butter cookies","peanut butter",0.816496580927726
"dough scraps","bread, dough, fried",0.408248290463863
"baking chips","multigrain chips (sun chips)",0.577350269189626
"raspberry mayo","pie, raspberry, two crust",0.353553390593274
"french boule","french toast, nfs",0.408248290463863
"acai liquor","fruit juice, acai blend",0.353553390593274
"ouzo","lamb chop, ns as to cut, cooked, lean only eaten",0
"apple wedge","crisp, apple, apple dessert",0.577350269189626
"prepared mole sauce","mole sauce",0.816496580927726
"twine","lamb chop, ns as to cut, cooked, lean only eaten",0
"sourdough boule","lamb chop, ns as to cut, cooked, lean only eaten",0
"bottom round steak","steak sauce",0.408248290463863
"diet cranberry juice drink","fruit juice drink, diet",0.75
"lychees in light syrup","chocolate syrup, light",0.577350269189626
"spring roll wrappers","roll, multigrain",0.408248290463863
"lemon mayonnaise","mayonnaise, regular",0.5
"plantain chips","plantain chips",1
"bread crumbs","bread, zucchini",0.5
"double-rib lamb chops","lamb hocks, cooked",0.288675134594813
"classic worcestershire sauce","worcestershire sauce",0.816496580927726
"provolone picante","cheese, provolone",0.5
"ancho chile power","enchilada with meat, green-chile or enchilada sauce",0.182574185835055
